Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
224,30-08-2024,29-08-2024,29-08-2024 22:48,Bangalore,100,Assault,19,F,Knife,Violent Crime,3,0,
225,20-02-2025,18-02-2025,18-02-2025 08:41,Hyderabad,100,Assault,26,M,Knife,Violent Crime,4,1,08-06-2025
226,19-11-2024,19-11-2024,19-11-2024 17:35,Bangalore,100,Assault,47,M,Blunt Object,Violent Crime,7,0,
227,24-04-2025,24-04-2025,24-04-2025 11:11,Delhi,101,Theft,15,F,None,Property Crime,4,1,25-04-2025
228,22-02-2025,22-02-2025,22-02-2025 03:43,Hyderabad,101,Theft,32,M,Other,Property Crime,2,0,
229,23-06-2025,22-06-2025,22-06-2025 08:05,Mumbai,103,Homicide,33,M,Knife,Violent Crime,15,0,
230,11-02-2025,11-02-2025,11-02-2025 20:02,Delhi,100,Assault,26,M,Knife,Violent Crime,7,0,
231,08-08-2024,06-08-2024,06-08-2024 17:38,Chennai,100,Assault,39,M,Blunt Object,Violent Crime,7,1,02-07-2025
232,01-09-2024,31-08-2024,31-08-2024 19:41,Bangalore,100,Assault,27,F,Blunt Object,Violent Crime,3,1,13-01-2025
233,07-06-2025,04-06-2025,04-06-2025 21:52,Mumbai,101,Theft,23,F,None,Property Crime,4,0,
234,29-03-2025,27-03-2025,27-03-2025 11:00,Chennai,100,Assault,28,M,Knife,Violent Crime,3,0,
235,10-02-2025,08-02-2025,08-02-2025 03:27,Mumbai,101,Theft,27,F,None,Property Crime,7,0,
236,08-02-2025,07-02-2025,07-02-2025 02:40,Kolkata,100,Assault,32,F,Knife,Violent Crime,8,0,
237,22-07-2025,19-07-2025,19-07-2025 13:59,Hyderabad,101,Theft,37,F,Other,Property Crime,7,0,
238,31-12-2024,29-12-2024,29-12-2024 09:11,Ahmedabad,100,Assault,41,F,Blunt Object,Violent Crime,3,0,
239,19-06-2025,17-06-2025,17-06-2025 21:51,Delhi,101,Theft,19,F,Other,Property Crime,8,1,26-06-2025
240,14-08-2024,11-08-2024,11-08-2024 23:20,Mumbai,106,Kidnapping,36,F,None,Violent Crime,2,1,24-06-2025
241,12-12-2024,11-12-2024,11-12-2024 01:34,Hyderabad,102,Robbery,38,F,Firearm,Property Crime,10,0,
242,30-08-2024,27-08-2024,27-08-2024 02:11,Mumbai,101,Theft,12,F,Other,Property Crime,5,0,
243,09-04-2025,06-04-2025,06-04-2025 01:53,Ahmedabad,103,Homicide,26,F,Knife,Violent Crime,15,0,
244,31-12-2024,31-12-2024,31-12-2024 11:36,Kolkata,100,Assault,40,F,None,Violent Crime,8,0,
245,24-08-2024,23-08-2024,23-08-2024 10:56,Jaipur,104,Cyber Crime,17,M,None,Other Crime,4,0,
246,24-11-2024,21-11-2024,21-11-2024 17:52,Mumbai,104,Cyber Crime,35,M,None,Other Crime,8,1,03-06-2025
247,10-07-2025,09-07-2025,09-07-2025 21:15,Bangalore,104,Cyber Crime,24,M,None,Other Crime,8,1,15-07-2025
248,10-05-2025,10-05-2025,10-05-2025 03:10,Hyderabad,101,Theft,41,M,None,Property Crime,6,0,
249,18-01-2025,18-01-2025,18-01-2025 22:43,Mumbai,102,Robbery,22,M,Knife,Property Crime,5,1,28-07-2025
250,14-05-2025,12-05-2025,12-05-2025 11:10,Hyderabad,100,Assault,23,F,Knife,Violent Crime,5,0,
251,25-02-2025,22-02-2025,22-02-2025 00:42,Delhi,107,Terrorism,32,F,Explosives,Violent Crime,20,1,11-03-2025
252,20-01-2025,20-01-2025,20-01-2025 18:47,Mumbai,104,Cyber Crime,12,M,None,Other Crime,8,0,
253,05-03-2025,02-03-2025,02-03-2025 22:06,Hyderabad,102,Robbery,29,F,Firearm,Property Crime,10,0,
254,03-02-2025,31-01-2025,31-01-2025 23:07,Bangalore,105,Vandalism,46,M,None,Property Crime,2,0,
255,20-12-2024,17-12-2024,17-12-2024 17:11,Bangalore,105,Vandalism,51,F,None,Property Crime,3,1,04-06-2025
256,10-01-2025,10-01-2025,10-01-2025 07:51,Kolkata,100,Assault,19,M,Knife,Violent Crime,6,0,
257,19-02-2025,16-02-2025,16-02-2025 11:56,Ludhiana,100,Assault,36,F,Knife,Violent Crime,8,1,06-06-2025
258,16-11-2024,16-11-2024,16-11-2024 19:50,Pune,101,Theft,49,M,None,Property Crime,4,1,21-07-2025
259,22-01-2025,21-01-2025,21-01-2025 21:35,Chennai,102,Robbery,25,F,Blunt Object,Property Crime,8,0,
260,07-03-2025,05-03-2025,05-03-2025 07:43,Bangalore,101,Theft,17,M,Other,Property Crime,5,1,16-03-2025
261,06-04-2025,06-04-2025,06-04-2025 09:23,Jaipur,104,Cyber Crime,24,F,None,Other Crime,3,1,10-04-2025
262,23-07-2025,23-07-2025,23-07-2025 22:49,Delhi,104,Cyber Crime,31,M,None,Other Crime,6,1,23-07-2025
263,16-09-2024,13-09-2024,13-09-2024 17:42,Hyderabad,106,Kidnapping,30,M,None,Violent Crime,3,0,
264,25-02-2025,24-02-2025,24-02-2025 08:24,Kolkata,102,Robbery,26,M,Blunt Object,Property Crime,5,1,01-07-2025
265,03-10-2024,03-10-2024,03-10-2024 08:42,Bangalore,103,Homicide,20,M,Knife,Violent Crime,15,0,
266,21-03-2025,19-03-2025,19-03-2025 00:58,Bangalore,102,Robbery,34,M,Blunt Object,Property Crime,2,1,01-05-2025
267,20-12-2024,17-12-2024,17-12-2024 06:31,Ahmedabad,104,Cyber Crime,27,M,None,Other Crime,6,0,
268,17-12-2024,14-12-2024,14-12-2024 17:06,Delhi,102,Robbery,34,F,Firearm,Property Crime,10,1,14-03-2025
269,20-11-2024,18-11-2024,18-11-2024 17:14,Mumbai,100,Assault,11,M,Blunt Object,Violent Crime,7,0,
270,05-08-2024,05-08-2024,05-08-2024 11:20,Chennai,102,Robbery,33,F,Firearm,Property Crime,10,1,17-10-2024
271,08-08-2025,05-08-2025,05-08-2025 18:00,Delhi,100,Assault,22,M,None,Violent Crime,3,1,05-08-2025
272,11-01-2025,09-01-2025,09-01-2025 00:28,Mumbai,103,Homicide,27,M,Firearm,Violent Crime,15,0,
273,18-09-2024,16-09-2024,16-09-2024 08:10,Jaipur,102,Robbery,21,F,Blunt Object,Property Crime,3,0,
274,25-09-2024,22-09-2024,22-09-2024 01:26,Mumbai,100,Assault,38,M,Knife,Violent Crime,6,1,01-02-2025
275,18-03-2025,16-03-2025,16-03-2025 18:02,Mumbai,100,Assault,51,F,None,Violent Crime,7,1,10-07-2025
276,31-03-2025,28-03-2025,28-03-2025 01:01,Delhi,102,Robbery,29,M,Firearm,Property Crime,10,1,30-04-2025
277,29-09-2024,26-09-2024,26-09-2024 22:47,Ahmedabad,103,Homicide,28,F,Firearm,Violent Crime,15,0,
278,20-11-2024,19-11-2024,19-11-2024 01:40,Mumbai,107,Terrorism,32,M,Explosives,Violent Crime,20,0,
279,09-11-2024,07-11-2024,07-11-2024 16:01,Kolkata,102,Robbery,33,M,Knife,Property Crime,6,0,
280,01-07-2025,29-06-2025,29-06-2025 02:20,Mumbai,102,Robbery,44,F,Firearm,Property Crime,10,0,
281,10-02-2025,10-02-2025,10-02-2025 10:05,Mumbai,102,Robbery,41,M,Firearm,Property Crime,10,1,03-04-2025
282,07-03-2025,06-03-2025,06-03-2025 19:28,Delhi,104,Cyber Crime,35,M,None,Other Crime,7,1,25-04-2025
283,10-07-2025,09-07-2025,09-07-2025 00:27,Chennai,105,Vandalism,31,F,Other,Property Crime,7,0,
284,09-02-2025,08-02-2025,08-02-2025 12:19,Mumbai,100,Assault,23,M,Blunt Object,Violent Crime,7,0,
285,30-01-2025,30-01-2025,30-01-2025 19:01,Bangalore,101,Theft,29,M,None,Property Crime,3,0,
286,27-09-2024,24-09-2024,24-09-2024 18:54,Bangalore,106,Kidnapping,31,M,Blunt Object,Violent Crime,2,0,
287,24-10-2024,22-10-2024,22-10-2024 19:50,Ahmedabad,105,Vandalism,42,M,Other,Property Crime,6,1,08-06-2025
288,22-07-2025,22-07-2025,22-07-2025 08:23,Delhi,101,Theft,27,M,None,Property Crime,7,0,
289,08-01-2025,05-01-2025,05-01-2025 23:02,Chennai,100,Assault,30,M,Blunt Object,Violent Crime,5,0,
290,30-10-2024,30-10-2024,30-10-2024 16:28,Pune,105,Vandalism,13,F,Other,Property Crime,5,0,
291,29-05-2025,29-05-2025,29-05-2025 10:24,Mumbai,101,Theft,45,M,None,Property Crime,8,0,
292,23-04-2025,20-04-2025,20-04-2025 01:01,Kolkata,100,Assault,32,F,Blunt Object,Violent Crime,7,1,31-07-2025
293,16-02-2025,13-02-2025,13-02-2025 06:11,Delhi,102,Robbery,33,M,Blunt Object,Property Crime,3,0,
294,03-07-2025,02-07-2025,02-07-2025 23:30,Ludhiana,102,Robbery,29,M,Firearm,Property Crime,10,1,06-07-2025
295,31-10-2024,30-10-2024,30-10-2024 22:02,Chennai,106,Kidnapping,20,F,None,Violent Crime,7,0,
296,07-01-2025,04-01-2025,04-01-2025 17:58,Hyderabad,102,Robbery,29,F,Firearm,Property Crime,10,0,
297,08-02-2025,07-02-2025,07-02-2025 13:22,Delhi,102,Robbery,36,M,Blunt Object,Property Crime,3,0,
298,21-04-2025,18-04-2025,18-04-2025 03:16,Jaipur,101,Theft,36,F,Other,Property Crime,3,1,02-07-2025
299,25-11-2024,22-11-2024,22-11-2024 19:46,Ludhiana,102,Robbery,24,M,Knife,Property Crime,5,1,14-07-2025
300,20-09-2024,19-09-2024,19-09-2024 12:30,Delhi,102,Robbery,28,M,Firearm,Property Crime,10,0,
301,01-02-2025,30-01-2025,30-01-2025 06:22,Delhi,103,Homicide,43,M,Poison,Violent Crime,15,0,
302,27-05-2025,25-05-2025,25-05-2025 20:18,Delhi,102,Robbery,20,M,Blunt Object,Property Crime,6,0,
303,08-07-2025,06-07-2025,06-07-2025 02:46,Ahmedabad,102,Robbery,34,F,Firearm,Property Crime,10,0,
304,16-10-2024,14-10-2024,14-10-2024 07:43,Delhi,101,Theft,28,M,Other,Property Crime,8,1,25-02-2025
305,16-06-2025,16-06-2025,16-06-2025 14:56,Delhi,101,Theft,12,M,None,Property Crime,5,0,
306,23-04-2025,20-04-2025,20-04-2025 14:49,Bangalore,103,Homicide,41,F,Poison,Violent Crime,15,0,
307,27-05-2025,24-05-2025,24-05-2025 21:58,Mumbai,104,Cyber Crime,45,F,None,Other Crime,4,0,
308,13-01-2025,10-01-2025,10-01-2025 16:59,Kolkata,104,Cyber Crime,36,F,None,Other Crime,4,1,09-07-2025
309,26-02-2025,23-02-2025,23-02-2025 22:09,Mumbai,101,Theft,30,M,Other,Property Crime,6,0,
310,24-08-2024,24-08-2024,24-08-2024 14:42,Mumbai,104,Cyber Crime,36,F,None,Other Crime,2,1,09-05-2025
311,02-05-2025,02-05-2025,02-05-2025 23:29,Hyderabad,105,Vandalism,30,M,Other,Property Crime,5,0,
312,04-11-2024,01-11-2024,01-11-2024 22:23,Mumbai,102,Robbery,32,M,Firearm,Property Crime,10,0,
313,12-04-2025,09-04-2025,09-04-2025 18:40,Delhi,100,Assault,47,F,Knife,Violent Crime,6,0,
314,10-06-2025,10-06-2025,10-06-2025 01:19,Bangalore,103,Homicide,36,F,Firearm,Violent Crime,15,0,
315,20-12-2024,20-12-2024,20-12-2024 03:34,Mumbai,106,Kidnapping,28,F,Blunt Object,Violent Crime,4,1,31-03-2025
316,16-08-2024,13-08-2024,13-08-2024 19:21,Pune,100,Assault,29,M,Knife,Violent Crime,8,1,26-10-2024
317,19-02-2025,16-02-2025,16-02-2025 02:23,Mumbai,100,Assault,14,F,Blunt Object,Violent Crime,7,1,31-07-2025
318,22-06-2025,20-06-2025,20-06-2025 21:56,Chennai,100,Assault,17,M,Blunt Object,Violent Crime,8,0,
319,22-12-2024,20-12-2024,20-12-2024 18:20,Pune,101,Theft,37,M,None,Property Crime,6,1,18-03-2025
320,14-09-2024,11-09-2024,11-09-2024 15:33,Delhi,104,Cyber Crime,34,M,None,Other Crime,8,0,
321,30-09-2024,30-09-2024,30-09-2024 03:27,Delhi,100,Assault,17,F,Blunt Object,Violent Crime,7,0,
322,22-11-2024,22-11-2024,22-11-2024 20:54,Ludhiana,104,Cyber Crime,39,M,None,Other Crime,6,1,09-02-2025
323,22-11-2024,19-11-2024,19-11-2024 14:09,Delhi,103,Homicide,19,M,Knife,Violent Crime,15,0,
324,19-03-2025,17-03-2025,17-03-2025 20:50,Ahmedabad,101,Theft,38,F,None,Property Crime,4,0,
325,22-02-2025,20-02-2025,20-02-2025 03:28,Mumbai,101,Theft,40,M,None,Property Crime,4,0,
326,15-09-2024,15-09-2024,15-09-2024 03:57,Delhi,105,Vandalism,28,M,None,Property Crime,2,0,
327,22-11-2024,22-11-2024,22-11-2024 15:21,Mumbai,100,Assault,40,F,Knife,Violent Crime,5,1,15-01-2025
328,05-06-2025,04-06-2025,04-06-2025 17:26,Bangalore,101,Theft,34,F,Other,Property Crime,6,0,
329,14-10-2024,11-10-2024,11-10-2024 11:24,Hyderabad,105,Vandalism,32,F,None,Property Crime,5,1,18-04-2025
330,07-08-2024,05-08-2024,05-08-2024 11:32,Jaipur,100,Assault,33,F,None,Violent Crime,5,0,
331,22-11-2024,19-11-2024,19-11-2024 17:21,Pune,107,Terrorism,31,M,Explosives,Violent Crime,20,0,
332,08-09-2024,08-09-2024,08-09-2024 01:55,Jaipur,103,Homicide,26,M,Poison,Violent Crime,15,1,13-06-2025
333,25-03-2025,23-03-2025,23-03-2025 19:07,Mumbai,101,Theft,22,M,Other,Property Crime,6,1,13-04-2025
334,19-09-2024,18-09-2024,18-09-2024 20:31,Chennai,101,Theft,37,M,Other,Property Crime,8,0,
335,17-04-2025,16-04-2025,16-04-2025 19:10,Kolkata,102,Robbery,20,F,Firearm,Property Crime,10,1,10-06-2025
336,07-02-2025,04-02-2025,04-02-2025 20:00,Delhi,104,Cyber Crime,22,M,None,Other Crime,7,0,
337,18-10-2024,15-10-2024,15-10-2024 03:55,Ahmedabad,105,Vandalism,53,M,None,Property Crime,7,1,05-04-2025
338,15-06-2025,15-06-2025,15-06-2025 12:35,Mumbai,105,Vandalism,41,M,None,Property Crime,2,1,17-06-2025
339,27-02-2025,27-02-2025,27-02-2025 17:06,Chennai,104,Cyber Crime,23,F,None,Other Crime,5,0,
340,28-01-2025,26-01-2025,26-01-2025 11:32,Kolkata,100,Assault,17,F,None,Violent Crime,2,0,
341,01-04-2025,30-03-2025,30-03-2025 12:22,Mumbai,102,Robbery,21,M,Knife,Property Crime,5,1,30-06-2025
342,17-10-2024,17-10-2024,17-10-2024 21:02,Mumbai,104,Cyber Crime,18,F,None,Other Crime,5,1,30-10-2024
343,30-11-2024,28-11-2024,28-11-2024 06:10,Bangalore,100,Assault,20,F,Knife,Violent Crime,7,0,
344,08-10-2024,07-10-2024,07-10-2024 14:28,Mumbai,102,Robbery,47,F,Firearm,Property Crime,10,0,
345,04-09-2024,04-09-2024,04-09-2024 19:18,Bangalore,100,Assault,24,M,Blunt Object,Violent Crime,5,0,
346,28-08-2024,27-08-2024,27-08-2024 02:19,Mumbai,102,Robbery,29,F,Knife,Property Crime,7,1,18-04-2025
347,28-08-2024,25-08-2024,25-08-2024 08:39,Bangalore,105,Vandalism,15,F,None,Property Crime,6,1,28-09-2024
348,19-05-2025,16-05-2025,16-05-2025 02:13,Delhi,101,Theft,33,M,Other,Property Crime,2,1,15-06-2025
349,08-04-2025,06-04-2025,06-04-2025 21:13,Bangalore,101,Theft,32,F,Other,Property Crime,8,0,
350,21-02-2025,19-02-2025,19-02-2025 20:56,Kolkata,100,Assault,18,F,Blunt Object,Violent Crime,8,0,
351,01-03-2025,27-02-2025,27-02-2025 20:54,Hyderabad,106,Kidnapping,17,M,None,Violent Crime,6,0,
352,30-08-2024,30-08-2024,30-08-2024 08:32,Chennai,107,Terrorism,42,F,Explosives,Violent Crime,20,0,
353,27-11-2024,26-11-2024,26-11-2024 18:56,Mumbai,102,Robbery,27,M,Knife,Property Crime,8,0,
354,14-02-2025,14-02-2025,14-02-2025 19:35,Hyderabad,101,Theft,27,M,Other,Property Crime,8,0,
355,07-02-2025,06-02-2025,06-02-2025 20:43,Jaipur,101,Theft,49,M,Other,Property Crime,8,1,28-05-2025
356,11-02-2025,10-02-2025,10-02-2025 15:44,Pune,100,Assault,34,M,Blunt Object,Violent Crime,6,0,
357,13-01-2025,12-01-2025,12-01-2025 13:05,Kolkata,103,Homicide,28,M,Firearm,Violent Crime,15,1,28-03-2025
358,17-06-2025,16-06-2025,16-06-2025 07:37,Bangalore,100,Assault,28,M,Blunt Object,Violent Crime,6,0,
359,08-02-2025,05-02-2025,05-02-2025 23:15,Mumbai,102,Robbery,34,F,Firearm,Property Crime,10,0,
360,13-11-2024,10-11-2024,10-11-2024 21:38,Bangalore,101,Theft,27,F,None,Property Crime,2,0,
361,20-01-2025,19-01-2025,19-01-2025 22:23,Bangalore,100,Assault,30,M,Blunt Object,Violent Crime,8,1,03-02-2025
362,14-02-2025,14-02-2025,14-02-2025 23:05,Kolkata,101,Theft,32,F,Other,Property Crime,8,0,
363,18-09-2024,16-09-2024,16-09-2024 13:21,Chennai,101,Theft,33,M,None,Property Crime,6,0,
364,22-06-2025,22-06-2025,22-06-2025 22:14,Mumbai,102,Robbery,31,F,Blunt Object,Property Crime,3,1,24-07-2025
365,22-04-2025,19-04-2025,19-04-2025 01:23,Chennai,101,Theft,17,M,Other,Property Crime,3,0,
366,23-02-2025,21-02-2025,21-02-2025 20:03,Mumbai,102,Robbery,36,M,Firearm,Property Crime,10,0,
367,21-04-2025,19-04-2025,19-04-2025 15:45,Kolkata,100,Assault,47,M,Blunt Object,Violent Crime,4,1,28-06-2025
368,12-03-2025,10-03-2025,10-03-2025 07:17,Delhi,105,Vandalism,17,M,None,Property Crime,7,0,
369,09-04-2025,08-04-2025,08-04-2025 21:32,Mumbai,100,Assault,44,M,Blunt Object,Violent Crime,3,1,29-07-2025
370,01-04-2025,30-03-2025,30-03-2025 16:55,Hyderabad,103,Homicide,30,M,Knife,Violent Crime,15,0,
371,16-03-2025,15-03-2025,15-03-2025 17:11,Kolkata,102,Robbery,10,M,Firearm,Property Crime,10,0,
372,29-12-2024,28-12-2024,28-12-2024 11:27,Ahmedabad,101,Theft,32,F,None,Property Crime,2,0,
373,15-03-2025,12-03-2025,12-03-2025 22:29,Hyderabad,101,Theft,27,F,Other,Property Crime,5,1,18-07-2025
374,02-10-2024,30-09-2024,30-09-2024 01:52,Kolkata,101,Theft,25,F,Other,Property Crime,8,0,
375,15-10-2024,12-10-2024,12-10-2024 16:09,Delhi,105,Vandalism,14,M,None,Property Crime,4,0,
376,21-03-2025,21-03-2025,21-03-2025 14:10,Hyderabad,100,Assault,34,M,Knife,Violent Crime,3,0,
377,27-09-2024,26-09-2024,26-09-2024 02:30,Mumbai,104,Cyber Crime,10,M,None,Other Crime,3,1,03-02-2025
378,20-04-2025,18-04-2025,18-04-2025 01:55,Bangalore,102,Robbery,29,M,Firearm,Property Crime,10,0,
379,10-06-2025,10-06-2025,10-06-2025 17:31,Mumbai,101,Theft,35,M,Other,Property Crime,7,0,
380,23-04-2025,21-04-2025,21-04-2025 14:46,Ludhiana,101,Theft,25,F,Other,Property Crime,3,0,
381,08-08-2025,05-08-2025,05-08-2025 07:29,Kolkata,105,Vandalism,28,F,Other,Property Crime,7,0,
382,14-10-2024,11-10-2024,11-10-2024 01:44,Pune,104,Cyber Crime,31,F,None,Other Crime,3,1,02-01-2025
383,10-07-2025,08-07-2025,08-07-2025 00:29,Delhi,101,Theft,24,M,None,Property Crime,7,1,03-08-2025
384,25-11-2024,22-11-2024,22-11-2024 08:13,Kolkata,103,Homicide,32,F,Knife,Violent Crime,15,0,
385,17-09-2024,16-09-2024,16-09-2024 02:30,Chennai,106,Kidnapping,29,M,None,Violent Crime,4,1,19-01-2025
386,18-03-2025,15-03-2025,15-03-2025 19:27,Delhi,103,Homicide,32,F,Poison,Violent Crime,15,1,18-03-2025
387,11-05-2025,11-05-2025,11-05-2025 23:07,Chennai,103,Homicide,27,F,Knife,Violent Crime,15,1,04-08-2025
388,01-02-2025,29-01-2025,29-01-2025 17:21,Bangalore,104,Cyber Crime,30,M,None,Other Crime,8,0,
389,28-05-2025,27-05-2025,27-05-2025 01:30,Hyderabad,102,Robbery,58,M,Knife,Property Crime,7,1,02-07-2025
390,13-07-2025,12-07-2025,12-07-2025 12:13,Hyderabad,106,Kidnapping,23,F,Blunt Object,Violent Crime,3,0,
391,12-03-2025,09-03-2025,09-03-2025 01:50,Bangalore,102,Robbery,13,F,Knife,Property Crime,2,1,20-04-2025
392,17-01-2025,15-01-2025,15-01-2025 20:41,Hyderabad,100,Assault,39,F,None,Violent Crime,4,1,25-07-2025
393,23-01-2025,23-01-2025,23-01-2025 13:53,Mumbai,101,Theft,40,F,Other,Property Crime,4,0,
394,06-04-2025,03-04-2025,03-04-2025 11:18,Ludhiana,103,Homicide,40,M,Firearm,Violent Crime,15,0,
395,18-03-2025,15-03-2025,15-03-2025 10:27,Mumbai,105,Vandalism,31,M,Other,Property Crime,2,0,
396,22-11-2024,20-11-2024,20-11-2024 16:05,Chennai,102,Robbery,38,M,Blunt Object,Property Crime,3,0,
397,04-08-2025,04-08-2025,04-08-2025 00:58,Bangalore,101,Theft,25,M,Other,Property Crime,5,1,04-08-2025
398,03-03-2025,02-03-2025,02-03-2025 19:05,Bangalore,102,Robbery,39,F,Knife,Property Crime,7,0,
399,24-12-2024,24-12-2024,24-12-2024 23:03,Ahmedabad,100,Assault,30,F,Knife,Violent Crime,5,1,01-05-2025
400,31-12-2024,28-12-2024,28-12-2024 02:13,Jaipur,106,Kidnapping,28,M,Blunt Object,Violent Crime,4,1,15-01-2025
401,19-03-2025,19-03-2025,19-03-2025 13:41,Mumbai,102,Robbery,26,M,Blunt Object,Property Crime,4,0,
402,05-07-2025,02-07-2025,02-07-2025 20:06,Kolkata,102,Robbery,28,F,Knife,Property Crime,3,1,09-07-2025
403,21-07-2025,19-07-2025,19-07-2025 13:21,Pune,104,Cyber Crime,26,M,None,Other Crime,8,1,21-07-2025
404,05-06-2025,04-06-2025,04-06-2025 18:08,Kolkata,101,Theft,29,M,None,Property Crime,4,0,
405,26-01-2025,26-01-2025,26-01-2025 00:52,Delhi,103,Homicide,34,M,Firearm,Violent Crime,15,1,22-06-2025
406,21-01-2025,20-01-2025,20-01-2025 08:01,Chennai,104,Cyber Crime,25,F,None,Other Crime,2,1,04-05-2025
407,26-09-2024,25-09-2024,25-09-2024 22:03,Kolkata,105,Vandalism,24,M,Other,Property Crime,7,0,
408,13-05-2025,12-05-2025,12-05-2025 02:30,Mumbai,102,Robbery,39,M,Blunt Object,Property Crime,4,0,
409,16-06-2025,15-06-2025,15-06-2025 03:05,Delhi,100,Assault,38,F,None,Violent Crime,2,0,
410,20-06-2025,18-06-2025,18-06-2025 19:23,Pune,100,Assault,44,F,Knife,Violent Crime,3,1,03-08-2025
411,21-09-2024,19-09-2024,19-09-2024 12:05,Delhi,101,Theft,45,F,None,Property Crime,6,1,03-08-2025
412,05-01-2025,02-01-2025,02-01-2025 19:12,Delhi,105,Vandalism,49,M,None,Property Crime,5,0,
413,11-02-2025,09-02-2025,09-02-2025 09:08,Delhi,107,Terrorism,15,F,Explosives,Violent Crime,20,0,
414,11-05-2025,09-05-2025,09-05-2025 03:49,Chennai,104,Cyber Crime,18,F,None,Other Crime,6,1,19-07-2025
415,14-10-2024,12-10-2024,12-10-2024 01:19,Delhi,105,Vandalism,26,F,Other,Property Crime,4,0,
416,23-08-2024,21-08-2024,21-08-2024 09:45,Mumbai,102,Robbery,31,F,Firearm,Property Crime,10,0,
417,21-08-2024,21-08-2024,21-08-2024 07:24,Delhi,104,Cyber Crime,10,F,None,Other Crime,5,1,03-12-2024
418,05-07-2025,03-07-2025,03-07-2025 21:25,Mumbai,100,Assault,17,M,Blunt Object,Violent Crime,6,0,
419,25-12-2024,23-12-2024,23-12-2024 01:18,Hyderabad,101,Theft,26,F,None,Property Crime,8,0,
420,24-06-2025,23-06-2025,23-06-2025 23:31,Mumbai,101,Theft,43,F,None,Property Crime,8,0,
421,18-03-2025,16-03-2025,16-03-2025 00:51,Mumbai,100,Assault,48,M,None,Violent Crime,5,1,11-06-2025
422,11-10-2024,10-10-2024,10-10-2024 20:06,Mumbai,101,Theft,24,M,Other,Property Crime,4,0,
423,01-07-2025,29-06-2025,29-06-2025 12:45,Delhi,100,Assault,42,M,Knife,Violent Crime,2,1,19-07-2025
424,26-02-2025,23-02-2025,23-02-2025 16:48,Hyderabad,101,Theft,28,F,None,Property Crime,5,1,02-03-2025
425,05-11-2024,03-11-2024,03-11-2024 17:34,Chennai,102,Robbery,46,F,Knife,Property Crime,2,1,20-11-2024
426,14-01-2025,13-01-2025,13-01-2025 23:00,Delhi,102,Robbery,28,M,Knife,Property Crime,2,1,29-01-2025
427,04-04-2025,04-04-2025,04-04-2025 01:19,Mumbai,104,Cyber Crime,29,M,None,Other Crime,3,0,
428,19-11-2024,18-11-2024,18-11-2024 03:33,Mumbai,100,Assault,16,F,Knife,Violent Crime,8,1,10-12-2024
429,11-07-2025,09-07-2025,09-07-2025 15:06,Hyderabad,102,Robbery,38,M,Blunt Object,Property Crime,8,1,10-07-2025
430,20-06-2025,20-06-2025,20-06-2025 20:41,Delhi,106,Kidnapping,40,F,Blunt Object,Violent Crime,2,0,
431,31-01-2025,29-01-2025,29-01-2025 19:39,Bangalore,104,Cyber Crime,38,M,None,Other Crime,4,0,
432,24-11-2024,24-11-2024,24-11-2024 21:05,Mumbai,101,Theft,19,M,Other,Property Crime,3,0,
433,09-06-2025,06-06-2025,06-06-2025 00:36,Hyderabad,105,Vandalism,33,M,None,Property Crime,2,1,07-07-2025
434,02-09-2024,01-09-2024,01-09-2024 11:46,Kolkata,102,Robbery,26,M,Firearm,Property Crime,10,0,
435,23-02-2025,22-02-2025,22-02-2025 08:49,Mumbai,101,Theft,23,M,None,Property Crime,7,0,
436,29-08-2024,28-08-2024,28-08-2024 18:40,Kolkata,100,Assault,26,M,Knife,Violent Crime,3,0,
437,21-06-2025,19-06-2025,19-06-2025 12:28,Delhi,104,Cyber Crime,15,M,None,Other Crime,4,0,
438,03-07-2025,30-06-2025,30-06-2025 14:19,Delhi,106,Kidnapping,18,F,None,Violent Crime,7,0,
439,30-07-2025,27-07-2025,27-07-2025 23:42,Mumbai,104,Cyber Crime,32,F,None,Other Crime,4,1,29-07-2025
440,15-05-2025,15-05-2025,15-05-2025 20:07,Mumbai,101,Theft,41,F,Other,Property Crime,6,1,30-05-2025
441,06-07-2025,05-07-2025,05-07-2025 19:54,Pune,101,Theft,32,F,Other,Property Crime,6,1,09-07-2025
442,24-08-2024,22-08-2024,22-08-2024 06:07,Bangalore,105,Vandalism,26,M,Other,Property Crime,7,1,14-02-2025
443,29-03-2025,26-03-2025,26-03-2025 03:00,Jaipur,106,Kidnapping,40,M,None,Violent Crime,6,1,10-07-2025
444,01-04-2025,01-04-2025,01-04-2025 19:10,Hyderabad,105,Vandalism,29,M,Other,Property Crime,7,1,06-04-2025
445,04-07-2025,04-07-2025,04-07-2025 15:25,Ahmedabad,101,Theft,35,F,None,Property Crime,4,1,18-07-2025
446,10-01-2025,10-01-2025,10-01-2025 15:52,Chennai,105,Vandalism,28,F,None,Property Crime,5,1,26-05-2025
447,20-02-2025,19-02-2025,19-02-2025 21:16,Mumbai,105,Vandalism,31,F,Other,Property Crime,6,1,01-05-2025
448,25-11-2024,24-11-2024,24-11-2024 19:10,Chennai,102,Robbery,27,M,Knife,Property Crime,2,1,30-07-2025
